refName	segments
REF_4_JF735129	[2765, 3415]
REF_4_JF735130	[2765, 3415]
REF_4_JF735131	[2766, 3416]
REF_4_JF735132	[2768, 3418]
REF_4_JF735134	[2768, 3418]
REF_4_JF735135	[2768, 3418]
REF_4_JF735138	[2771, 3421]
REF_4_JX227964	[2702, 3352]
REF_4_Y11604	[2707, 3357]
REF_5a_AF064490	[2677, 3327]
REF_5a_Y13184	[2710, 3360]
REF_5_AF064490	[2677, 3327]
REF_5_KT595242	[2677, 3327]
REF_6a_AY859526	[2738, 3388]
REF_6a_EU246930	[2759, 3409]
REF_6a_HQ639936	[2722, 3372]
REF_6a_Y12083	[2723, 3373]
REF_6b_D84262	[2785, 3435]
REF_6c_EF424629	[2767, 3417]
REF_6d_D84263	[2760, 3410]
REF_6e?_EU246931	[2753, 3403]
REF_6e_DQ314805	[2778, 3428]
REF_6e_EU246932	[2753, 3403]
REF_6f_DQ835760	[2766, 3416]
REF_6f_EU246936	[2741, 3391]
REF_6g_D63822	[2778, 3428]
REF_6g_DQ314806	[2778, 3428]
REF_6h_D84265	[2769, 3419]
REF_6i_DQ835762	[2772, 3422]
REF_6i_DQ835770	[2772, 3422]
REF_6j_DQ835761	[2772, 3422]
REF_6j_DQ835769	[2772, 3422]
REF_6k_D84264	[2772, 3422]
REF_6l_EF424628	[2772, 3422]
REF_6l_JX183556	[2772, 3422]
REF_6m_DQ835766	[2772, 3422]
REF_6m_DQ835767	[2772, 3422]
REF_6n_DQ278894	[2773, 3423]
REF_6n_DQ835768	[2769, 3419]
REF_6n_EU246938	[2744, 3394]
REF_6o_EF424627	[2769, 3419]
REF_6o_EU246934	[2744, 3394]
REF_6p_EF424626	[2770, 3420]
REF_6q_EF424625	[2770, 3420]
REF_6r_EU408328	[2769, 3419]
REF_6s_EU408329	[2772, 3422]
REF_6t_EF632071	[2755, 3405]
REF_6t_EU246939	[2744, 3394]
REF_6u_EU246940	[2750, 3400]
REF_6v_EU158186	[2741, 3391]
REF_6v_EU798760	[2772, 3422]
REF_6v_EU798761	[2741, 3391]
REF_6w_DQ278892	[2782, 3432]
REF_6w_EU643834	[2508, 3158]
REF_6w_EU643836	[2505, 3155]
REF_6xa_EU408330	[2756, 3406]
REF_6xa_EU408331	[2756, 3406]
REF_6xa_EU408332	[2756, 3406]
REF_6xb_JX183552	[2772, 3422]
REF_6xb_KJ567645	[2772, 3422]
REF_6xc_KJ567651	[2787, 3437]
REF_6xd_KM252789	[2784, 3434]
REF_6xd_KM252790	[2787, 3437]
REF_6xd_KM252791	[2787, 3437]
REF_6xe_JX183557	[2775, 3425]
REF_6xe_KM252792	[2775, 3425]
REF_6xf_KJ567646	[2778, 3428]
REF_6xf_KJ567647	[2770, 3420]
REF_6xg_MH492360	[2703, 3353]
REF_6xg_MH492361	[2703, 3353]
REF_6xg_MH492362	[2703, 3353]
REF_6xh_MG879000	[2440, 3090]
REF_6_DQ278891	[2771, 3421]
REF_6_DQ278893	[2772, 3422]
REF_6_JX183549	[2769, 3419]
REF_6_JX183550	[2769, 3419]
REF_6_JX183551	[2772, 3422]
REF_6_JX183553	[2772, 3422]
REF_6_JX183554	[2772, 3422]
REF_6_JX183558	[2772, 3422]
REF_6_KC844039	[2790, 3440]
REF_6_KC844040	[2775, 3425]
REF_6_KJ470620	[2783, 3433]
REF_6_KJ470621	[2780, 3430]
REF_6_KJ470622	[2779, 3429]
REF_6_KJ470623	[2767, 3417]
REF_6_KJ470624	[2780, 3430]
REF_6_KJ470625	[2767, 3417]
REF_6_KJ567644	[2757, 3407]
REF_6_KJ567648	[2773, 3423]
REF_6_KJ567649	[2784, 3434]
REF_6_KJ567650	[2784, 3434]
REF_6_KJ567652	[2781, 3431]
REF_6_MG878999	[2441, 3090]
REF_6_Y12083	[2723, 3373]
REF_7a_EF108306	[2779, 3429]
REF_7b_KX092342	[2782, 3432]
REF_7_EF108306	[2779, 3429]
REF_8a_MH590698	[2779, 3429]
REF_8a_MH590699	[2761, 3411]
REF_8a_MH590700	[2779, 3429]
REF_8a_MH590701	[2782, 3432]
REF_8_MH590698	[2779, 3429]
REF_MASTER_NC_004102	[2769, 3419]
