refName	segments
REF_6v_EU798760	[1488, 2582]
REF_6v_EU798761	[1457, 2551]
REF_6w_DQ278892	[1489, 2592]
REF_6w_EU643834	[1215, 2318]
REF_6w_EU643836	[1215, 2315]
REF_6xa_EU408330	[1457, 2566]
REF_6xa_EU408331	[1457, 2566]
REF_6xa_EU408332	[1457, 2566]
REF_6xb_JX183552	[1488, 2582]
REF_6xb_KJ567645	[1488, 2582]
REF_6xc_KJ567651	[1488, 2597]
REF_6xd_KM252789	[1491, 2594]
REF_6xd_KM252790	[1491, 2597]
REF_6xd_KM252791	[1491, 2597]
REF_6xe_JX183557	[1488, 2585]
REF_6xe_KM252792	[1488, 2585]
REF_6xf_KJ567646	[1488, 2588]
REF_6xf_KJ567647	[1489, 2580]
REF_6xg_MH492360	[1422, 2513]
REF_6xg_MH492361	[1422, 2513]
REF_6xg_MH492362	[1422, 2513]
REF_6xh_MG879000	[1150, 2250]
REF_6_DQ278891	[1490, 2581]
REF_6_DQ278893	[1491, 2582]
REF_6_JX183549	[1486, 2579]
REF_6_JX183550	[1488, 2579]
REF_6_JX183551	[1488, 2582]
REF_6_JX183553	[1488, 2582]
REF_6_JX183554	[1488, 2582]
REF_6_JX183558	[1488, 2582]
REF_6_KC844039	[1488, 2600]
REF_6_KC844040	[1488, 2585]
REF_6_KJ470620	[1490, 2593]
REF_6_KJ470621	[1490, 2590]
REF_6_KJ470622	[1489, 2589]
REF_6_KJ470623	[1489, 2577]
REF_6_KJ470624	[1490, 2590]
REF_6_KJ470625	[1489, 2577]
REF_6_KJ567644	[1473, 2567]
REF_6_KJ567648	[1489, 2583]
REF_6_KJ567649	[1488, 2594]
REF_6_KJ567650	[1488, 2594]
REF_6_KJ567652	[1488, 2591]
REF_6_MG878999	[1150, 2251]
REF_6_Y12083	[1433, 2533]
REF_7a_EF108306	[1489, 2589]
REF_7b_KX092342	[1498, 2592]
REF_7_EF108306	[1489, 2589]
REF_8a_MH590698	[1489, 2589]
REF_8a_MH590699	[1471, 2571]
REF_8a_MH590700	[1489, 2589]
REF_8a_MH590701	[1492, 2592]
REF_8_MH590698	[1489, 2589]
REF_MASTER_NC_004102	[1491, 2579]
