refName	segments
REF_2r_JF735115	[7667, 9442]
REF_2t_KC197238	[7646, 9421]
REF_2u_JF735112	[7679, 9454]
REF_2_D00944	[7667, 9442]
REF_2_JF735110	[7667, 9442]
REF_2_JF735116	[7667, 9442]
REF_2_JF735117	[7661, 9436]
REF_2_JF735118	[7667, 9442]
REF_2_JF735119	[7677, 9452]
REF_2_KC197236	[7640, 9415]
REF_2_KC197237	[7640, 9415]
REF_2_KC197239	[7643, 9418]
REF_3a_D17763	[7630, 9405]
REF_3a_D28917	[7630, 9405]
REF_3a_JN714194	[7634, 9409]
REF_3a_X76918	[7589, 9364]
REF_3b_D49374	[7636, 9411]
REF_3b_JQ065709	[7608, 9383]
REF_3d_KJ470619	[7631, 9406]
REF_3e_KJ470618	[7630, 9405]
REF_3g_JF735123	[7639, 9414]
REF_3g_JX227954	[7558, 9333]
REF_3h_JF735121	[7624, 9399]
REF_3h_JF735126	[7624, 9399]
REF_3i_FJ407092	[7631, 9406]
REF_3i_JX227955	[7556, 9331]
REF_3k_D63821	[7624, 9399]
REF_3k_JF735122	[7624, 9399]
REF_3_D17763	[7630, 9405]
REF_3_JF735124	[7630, 9405]
REF_4a_DQ418789	[7513, 9288]
REF_4a_DQ988074	[7508, 9054]
REF_4a_Y11604	[7531, 9306]
REF_4b_FJ462435	[7601, 9376]
REF_4c_FJ462436	[7634, 9409]
REF_4d_DQ418786	[7483, 9258]
REF_4d_EU392172	[7508, 9283]
REF_4d_FJ462437	[7586, 9088]
REF_4f_EF589161	[7532, 9304]
REF_4f_EU392174	[7517, 9292]
REF_4f_EU392175	[7516, 9291]
REF_4g?_JX227963	[7512, 9287]
REF_4g_FJ462432	[7593, 9368]
REF_4g_JX227971	[7382, 9157]
REF_4k_EU392171	[7487, 9262]
REF_4k_EU392173	[7524, 9299]
REF_4k_FJ462438	[7602, 9377]
REF_4l_FJ839870	[7586, 9361]
REF_4l_JX227957	[7515, 9290]
REF_4m_FJ462433	[7587, 9362]
REF_4m_JX227972	[7509, 9284]
REF_4n_FJ462441	[7592, 9367]
REF_4n_JX227970	[7511, 9286]
REF_4o_FJ462440	[7584, 9359]
REF_4o_JX227977	[7494, 9269]
REF_4p_FJ462431	[7589, 9364]
REF_4q_FJ462434	[7599, 9374]
REF_4r_FJ462439	[7601, 9376]
REF_4r_JX227976	[7526, 9301]
REF_4s_JF735136	[7587, 9362]
REF_4t_FJ839869	[7589, 9364]
REF_4v_HQ537008	[7505, 9174]
REF_4v_HQ537009	[7508, 9177]
REF_4v_JX227959	[7522, 9297]
REF_4v_JX227960	[7469, 9244]
REF_4w_FJ025855	[7451, 9226]
REF_4w_FJ025856	[7451, 9226]
REF_4_FJ025854	[7448, 9223]
REF_4_JF735127	[7601, 9376]
REF_4_JF735129	[7586, 9361]
REF_4_JF735130	[7589, 9364]
REF_4_JF735131	[7587, 9362]
REF_4_JF735132	[7694, 9469]
REF_4_JF735134	[7601, 9376]
REF_4_JF735135	[7589, 9364]
REF_4_JF735138	[7604, 9379]
REF_4_JX227964	[7535, 9310]
REF_4_Y11604	[7531, 9306]
REF_5a_AF064490	[7516, 9291]
REF_5a_Y13184	[7549, 9324]
REF_5_AF064490	[7516, 9291]
REF_5_KT595242	[7519, 9100]
REF_6a_AY859526	[7580, 9355]
REF_6a_EU246930	[7601, 9376]
REF_6a_HQ639936	[7564, 9315]
REF_6a_Y12083	[7565, 9340]
REF_6b_D84262	[7627, 9402]
REF_6c_EF424629	[7612, 9387]
REF_6d_D84263	[7605, 9380]
REF_6e?_EU246931	[7595, 9370]
REF_6e_DQ314805	[7632, 9407]
REF_6e_EU246932	[7607, 9382]
REF_6f_DQ835760	[7620, 9395]
REF_6f_EU246936	[7595, 9370]
REF_6g_D63822	[7632, 9407]
REF_6g_DQ314806	[7632, 9407]
REF_6h_D84265	[7611, 9386]
REF_6i_DQ835762	[7614, 9389]
REF_6i_DQ835770	[7614, 9389]
REF_6j_DQ835761	[7614, 9389]
REF_6j_DQ835769	[7614, 9389]
REF_6k_D84264	[7614, 9389]
REF_6l_EF424628	[7614, 9389]
REF_6l_JX183556	[7614, 9389]
REF_6m_DQ835766	[7614, 9389]
REF_6m_DQ835767	[7614, 9389]
REF_6n_DQ278894	[7615, 9390]
REF_6n_DQ835768	[7611, 9386]
REF_6n_EU246938	[7586, 9361]
REF_6o_EF424627	[7614, 9389]
REF_6o_EU246934	[7589, 9364]
REF_6p_EF424626	[7615, 9390]
REF_6q_EF424625	[7612, 9387]
REF_6r_EU408328	[7614, 9389]
REF_6s_EU408329	[7614, 9389]
REF_6t_EF632071	[7600, 9375]
REF_6t_EU246939	[7589, 9364]
REF_6u_EU246940	[7592, 9367]
REF_6v_EU158186	[7583, 9358]
REF_6v_EU798760	[7614, 9389]
REF_6v_EU798761	[7583, 9358]
REF_6w_DQ278892	[7621, 9396]
REF_6w_EU643834	[7350, 9125]
REF_6w_EU643836	[7347, 9122]
REF_6xa_EU408330	[7601, 9376]
REF_6xa_EU408331	[7601, 9376]
REF_6xa_EU408332	[7601, 9376]
REF_6xb_JX183552	[7614, 9389]
REF_6xb_KJ567645	[7614, 9389]
REF_6xc_KJ567651	[7632, 9407]
REF_6xd_KM252789	[7626, 9401]
REF_6xd_KM252790	[7629, 9404]
REF_6xd_KM252791	[7629, 9404]
REF_6xe_JX183557	[7617, 9392]
REF_6xe_KM252792	[7617, 9392]
REF_6xf_KJ567646	[7623, 9398]
REF_6xf_KJ567647	[7615, 9390]
REF_6xg_MH492360	[7548, 9318]
REF_6xg_MH492361	[7548, 9318]
REF_6xg_MH492362	[7548, 9318]
REF_6xh_MG879000	[7282, 9057]
REF_6_DQ278891	[7613, 9388]
REF_6_DQ278893	[7614, 9389]
REF_6_JX183549	[7611, 9386]
REF_6_JX183550	[7611, 9386]
REF_6_JX183551	[7614, 9389]
REF_6_JX183553	[7614, 9389]
REF_6_JX183554	[7614, 9389]
REF_6_JX183558	[7614, 9389]
REF_6_KC844039	[7638, 9413]
REF_6_KC844040	[7617, 9392]
REF_6_KJ470620	[7637, 9412]
REF_6_KJ470621	[7634, 9409]
REF_6_KJ470622	[7633, 9408]
REF_6_KJ470623	[7624, 9399]
REF_6_KJ470624	[7634, 9409]
REF_6_KJ470625	[7618, 9393]
REF_6_KJ567644	[7599, 9374]
REF_6_KJ567648	[7618, 9393]
REF_6_KJ567649	[7629, 9404]
REF_6_KJ567650	[7629, 9404]
REF_6_KJ567652	[7626, 9401]
REF_6_MG878999	[7282, 9057]
REF_6_Y12083	[7565, 9340]
REF_7a_EF108306	[7606, 9381]
REF_7b_KX092342	[7609, 9382]
REF_7_EF108306	[7606, 9381]
REF_8a_MH590698	[7615, 9390]
REF_8a_MH590699	[7597, 9351]
REF_8a_MH590700	[7615, 9390]
REF_8a_MH590701	[7618, 9393]
REF_8_MH590698	[7615, 9390]
REF_MASTER_NC_004102	[7602, 9377]
