refName	segments
REF_4a_Y11604	[1, 9355]
REF_4b_FJ462435	[1, 9440]
REF_4c_FJ462436	[1, 9468]
REF_4d_DQ418786	[1, 9273]
REF_4d_EU392172	[1, 9299]
REF_4d_FJ462437	[1, 9421]
REF_4f_EF589161	[1, 9304]
REF_4f_EU392174	[1, 9298]
REF_4f_EU392175	[1, 9297]
REF_4g?_JX227963	[1, 9314]
REF_4g_FJ462432	[1, 9435]
REF_4g_JX227971	[1, 9174]
REF_4k_EU392171	[1, 9281]
REF_4k_EU392173	[1, 9312]
REF_4k_FJ462438	[1, 9438]
REF_4l_FJ839870	[1, 9388]
REF_4l_JX227957	[1, 9317]
REF_4m_FJ462433	[1, 9425]
REF_4m_JX227972	[1, 9305]
REF_4n_FJ462441	[1, 9435]
REF_4n_JX227970	[1, 9301]
REF_4o_FJ462440	[1, 9422]
REF_4o_JX227977	[1, 9286]
REF_4p_FJ462431	[1, 9475]
REF_4q_FJ462434	[1, 9433]
REF_4r_FJ462439	[1, 9440]
REF_4r_JX227976	[1, 9319]
REF_4s_JF735136	[1, 9426]
REF_4t_FJ839869	[1, 9488]
REF_4v_HQ537008	[1, 9174]
REF_4v_HQ537009	[1, 9177]
REF_4v_JX227959	[1, 9323]
REF_4v_JX227960	[1, 9270]
REF_4w_FJ025855	[1, 9242]
REF_4w_FJ025856	[1, 9271]
REF_4_FJ025854	[1, 9267]
REF_4_JF735127	[1, 9441]
REF_4_JF735129	[1, 9426]
REF_4_JF735130	[1, 9430]
REF_4_JF735131	[1, 9426]
REF_4_JF735132	[1, 9535]
REF_4_JF735134	[1, 9437]
REF_4_JF735135	[1, 9431]
REF_4_JF735138	[1, 9563]
REF_4_JX227964	[1, 9337]
REF_4_Y11604	[1, 9355]
REF_5a_AF064490	[1, 9408]
REF_5a_Y13184	[1, 9343]
REF_5_AF064490	[1, 9408]
REF_5_KT595242	[1, 9100]
REF_6a_AY859526	[1, 9355]
REF_6a_EU246930	[1, 9376]
REF_6a_HQ639936	[1, 9315]
REF_6a_Y12083	[1, 9340]
REF_6b_D84262	[1, 9628]
REF_6c_EF424629	[1, 9459]
REF_6d_D84263	[1, 9615]
REF_6e?_EU246931	[1, 9370]
REF_6e_DQ314805	[1, 9468]
REF_6e_EU246932	[1, 9382]
REF_6f_DQ835760	[1, 9454]
REF_6f_EU246936	[1, 9370]
REF_6g_D63822	[1, 9461]
REF_6g_DQ314806	[1, 9462]
REF_6h_D84265	[1, 9621]
REF_6i_DQ835762	[1, 9458]
REF_6i_DQ835770	[1, 9447]
REF_6j_DQ835761	[1, 9442]
REF_6j_DQ835769	[1, 9454]
REF_6k_D84264	[1, 9601]
REF_6l_EF424628	[1, 9453]
REF_6l_JX183556	[1, 9413]
REF_6m_DQ835766	[1, 9449]
REF_6m_DQ835767	[1, 9444]
REF_6n_DQ278894	[1, 9441]
REF_6n_DQ835768	[1, 9447]
REF_6n_EU246938	[1, 9361]
REF_6o_EF424627	[1, 9450]
REF_6o_EU246934	[1, 9364]
REF_6p_EF424626	[1, 9453]
REF_6q_EF424625	[1, 9463]
REF_6r_EU408328	[1, 9449]
REF_6s_EU408329	[1, 9473]
REF_6t_EF632071	[1, 9406]
REF_6t_EU246939	[1, 9364]
REF_6u_EU246940	[1, 9367]
REF_6v_EU158186	[1, 9429]
REF_6v_EU798760	[1, 9461]
REF_6v_EU798761	[1, 9429]
REF_6w_DQ278892	[1, 9448]
REF_6w_EU643834	[1, 9147]
REF_6w_EU643836	[1, 9144]
REF_6xa_EU408330	[1, 9451]
REF_6xa_EU408331	[1, 9470]
REF_6xa_EU408332	[1, 9443]
REF_6xb_JX183552	[1, 9533]
REF_6xb_KJ567645	[1, 9401]
REF_6xc_KJ567651	[1, 9442]
REF_6xd_KM252789	[1, 9432]
REF_6xd_KM252790	[1, 9435]
REF_6xd_KM252791	[1, 9434]
REF_6xe_JX183557	[1, 9460]
REF_6xe_KM252792	[1, 9401]
REF_6xf_KJ567646	[1, 9428]
REF_6xf_KJ567647	[1, 9421]
REF_6xg_MH492360	[1, 9318]
REF_6xg_MH492361	[1, 9318]
REF_6xg_MH492362	[1, 9318]
REF_6xh_MG879000	[1, 9057]
REF_6_DQ278891	[1, 9440]
REF_6_DQ278893	[1, 9430]
REF_6_JX183549	[1, 9448]
REF_6_JX183550	[1, 9459]
REF_6_JX183551	[1, 9412]
REF_6_JX183553	[1, 9446]
REF_6_JX183554	[1, 9423]
REF_6_JX183558	[1, 9454]
REF_6_KC844039	[1, 9488]
REF_6_KC844040	[1, 9447]
REF_6_KJ470620	[1, 9471]
REF_6_KJ470621	[1, 9475]
REF_6_KJ470622	[1, 9474]
REF_6_KJ470623	[1, 9435]
REF_6_KJ470624	[1, 9474]
REF_6_KJ470625	[1, 9430]
REF_6_KJ567644	[1, 9397]
REF_6_KJ567648	[1, 9485]
REF_6_KJ567649	[1, 9471]
REF_6_KJ567650	[1, 9469]
REF_6_KJ567652	[1, 9434]
REF_6_MG878999	[1, 9057]
REF_6_Y12083	[1, 9340]
REF_7a_EF108306	[1, 9443]
REF_7b_KX092342	[1, 9382]
REF_7_EF108306	[1, 9443]
REF_8a_MH590698	[1, 9409]
REF_8a_MH590699	[1, 9351]
REF_8a_MH590700	[1, 9547]
REF_8a_MH590701	[1, 9437]
REF_8_MH590698	[1, 9409]
REF_MASTER_NC_004102	[1, 9646]
