refName	segments
REF_4b_FJ462435	[341, 913]
REF_4c_FJ462436	[341, 913]
REF_4d_DQ418786	[235, 807]
REF_4d_EU392172	[263, 835]
REF_4d_FJ462437	[341, 913]
REF_4f_EF589161	[275, 847]
REF_4f_EU392174	[263, 835]
REF_4f_EU392175	[262, 834]
REF_4g?_JX227963	[264, 836]
REF_4g_FJ462432	[342, 914]
REF_4g_JX227971	[131, 703]
REF_4k_EU392171	[227, 799]
REF_4k_EU392173	[264, 836]
REF_4k_FJ462438	[342, 914]
REF_4l_FJ839870	[341, 913]
REF_4l_JX227957	[261, 833]
REF_4m_FJ462433	[342, 914]
REF_4m_JX227972	[264, 836]
REF_4n_FJ462441	[341, 913]
REF_4n_JX227970	[263, 835]
REF_4o_FJ462440	[342, 914]
REF_4o_JX227977	[249, 821]
REF_4p_FJ462431	[341, 913]
REF_4q_FJ462434	[342, 914]
REF_4r_FJ462439	[341, 913]
REF_4r_JX227976	[263, 835]
REF_4s_JF735136	[342, 914]
REF_4t_FJ839869	[341, 913]
REF_4v_HQ537008	[257, 829]
REF_4v_HQ537009	[257, 829]
REF_4v_JX227959	[274, 846]
REF_4v_JX227960	[227, 799]
REF_4w_FJ025855	[191, 763]
REF_4w_FJ025856	[191, 763]
REF_4_FJ025854	[191, 763]
REF_4_JF735127	[341, 913]
REF_4_JF735129	[341, 913]
REF_4_JF735130	[341, 913]
REF_4_JF735131	[342, 914]
REF_4_JF735132	[341, 913]
REF_4_JF735134	[341, 913]
REF_4_JF735135	[341, 913]
REF_4_JF735138	[341, 913]
REF_4_JX227964	[275, 847]
REF_4_Y11604	[280, 852]
REF_5a_AF064490	[247, 819]
REF_5a_Y13184	[280, 852]
REF_5_AF064490	[247, 819]
REF_5_KT595242	[247, 819]
REF_6a_AY859526	[296, 868]
REF_6a_EU246930	[317, 889]
REF_6a_HQ639936	[280, 852]
REF_6a_Y12083	[284, 856]
REF_6b_D84262	[343, 915]
REF_6c_EF424629	[340, 912]
REF_6d_D84263	[339, 911]
REF_6e?_EU246931	[314, 886]
REF_6e_DQ314805	[339, 911]
REF_6e_EU246932	[314, 886]
REF_6f_DQ835760	[339, 911]
REF_6f_EU246936	[314, 886]
REF_6g_D63822	[339, 911]
REF_6g_DQ314806	[339, 911]
REF_6h_D84265	[339, 911]
REF_6i_DQ835762	[339, 911]
REF_6i_DQ835770	[339, 911]
REF_6j_DQ835761	[339, 911]
REF_6j_DQ835769	[339, 911]
REF_6k_D84264	[339, 911]
REF_6l_EF424628	[339, 911]
REF_6l_JX183556	[339, 911]
REF_6m_DQ835766	[339, 911]
REF_6m_DQ835767	[339, 911]
REF_6n_DQ278894	[343, 915]
REF_6n_DQ835768	[339, 911]
REF_6n_EU246938	[314, 886]
REF_6o_EF424627	[339, 911]
REF_6o_EU246934	[314, 886]
REF_6p_EF424626	[340, 912]
REF_6q_EF424625	[340, 912]
REF_6r_EU408328	[339, 911]
REF_6s_EU408329	[339, 911]
REF_6t_EF632071	[325, 897]
REF_6t_EU246939	[314, 886]
REF_6u_EU246940	[314, 886]
REF_6v_EU158186	[308, 880]
REF_6v_EU798760	[339, 911]
REF_6v_EU798761	[308, 880]
REF_6w_DQ278892	[340, 912]
REF_6w_EU643834	[66, 638]
REF_6w_EU643836	[66, 638]
REF_6xa_EU408330	[308, 880]
REF_6xa_EU408331	[308, 880]
REF_6xa_EU408332	[308, 880]
REF_6xb_JX183552	[339, 911]
REF_6xb_KJ567645	[339, 911]
REF_6xc_KJ567651	[339, 911]
REF_6xd_KM252789	[342, 914]
REF_6xd_KM252790	[342, 914]
REF_6xd_KM252791	[342, 914]
REF_6xe_JX183557	[339, 911]
REF_6xe_KM252792	[339, 911]
REF_6xf_KJ567646	[339, 911]
REF_6xf_KJ567647	[340, 912]
REF_6xg_MH492360	[273, 845]
REF_6xg_MH492361	[273, 845]
REF_6xg_MH492362	[273, 845]
REF_6xh_MG879000	[1, 573]
REF_6_DQ278891	[341, 913]
REF_6_DQ278893	[342, 914]
REF_6_JX183549	[339, 911]
REF_6_JX183550	[339, 911]
REF_6_JX183551	[339, 911]
REF_6_JX183553	[339, 911]
REF_6_JX183554	[339, 911]
REF_6_JX183558	[339, 911]
REF_6_KC844039	[339, 911]
REF_6_KC844040	[339, 911]
REF_6_KJ470620	[341, 913]
REF_6_KJ470621	[341, 913]
REF_6_KJ470622	[340, 912]
REF_6_KJ470623	[340, 912]
REF_6_KJ470624	[341, 913]
REF_6_KJ470625	[340, 912]
REF_6_KJ567644	[324, 896]
REF_6_KJ567648	[340, 912]
REF_6_KJ567649	[339, 911]
REF_6_KJ567650	[339, 911]
REF_6_KJ567652	[339, 911]
REF_6_MG878999	[1, 573]
REF_6_Y12083	[284, 856]
REF_7a_EF108306	[340, 912]
REF_7b_KX092342	[343, 915]
REF_7_EF108306	[340, 912]
REF_8a_MH590698	[340, 912]
REF_8a_MH590699	[322, 894]
REF_8a_MH590700	[340, 912]
REF_8a_MH590701	[340, 912]
REF_8_MH590698	[340, 912]
REF_MASTER_NC_004102	[342, 914]
