refName	segments
REF_6e_EU246932	[1, 313]
REF_6f_DQ835760	[1, 338]
REF_6f_EU246936	[1, 313]
REF_6g_D63822	[1, 338]
REF_6g_DQ314806	[1, 338]
REF_6h_D84265	[1, 338]
REF_6i_DQ835762	[1, 338]
REF_6i_DQ835770	[1, 338]
REF_6j_DQ835761	[1, 338]
REF_6j_DQ835769	[1, 338]
REF_6k_D84264	[1, 338]
REF_6l_EF424628	[1, 338]
REF_6l_JX183556	[1, 338]
REF_6m_DQ835766	[1, 338]
REF_6m_DQ835767	[1, 338]
REF_6n_DQ278894	[1, 342]
REF_6n_DQ835768	[1, 338]
REF_6n_EU246938	[1, 313]
REF_6o_EF424627	[1, 338]
REF_6o_EU246934	[1, 313]
REF_6p_EF424626	[1, 339]
REF_6q_EF424625	[1, 339]
REF_6r_EU408328	[1, 338]
REF_6s_EU408329	[1, 338]
REF_6t_EF632071	[1, 324]
REF_6t_EU246939	[1, 313]
REF_6u_EU246940	[1, 313]
REF_6v_EU158186	[1, 307]
REF_6v_EU798760	[1, 338]
REF_6v_EU798761	[1, 307]
REF_6w_DQ278892	[1, 339]
REF_6w_EU643834	[1, 65]
REF_6w_EU643836	[1, 65]
REF_6xa_EU408330	[1, 307]
REF_6xa_EU408331	[1, 307]
REF_6xa_EU408332	[1, 307]
REF_6xb_JX183552	[1, 338]
REF_6xb_KJ567645	[1, 338]
REF_6xc_KJ567651	[1, 338]
REF_6xd_KM252789	[1, 341]
REF_6xd_KM252790	[1, 341]
REF_6xd_KM252791	[1, 341]
REF_6xe_JX183557	[1, 338]
REF_6xe_KM252792	[1, 338]
REF_6xf_KJ567646	[1, 338]
REF_6xf_KJ567647	[1, 339]
REF_6xg_MH492360	[1, 272]
REF_6xg_MH492361	[1, 272]
REF_6xg_MH492362	[1, 272]
REF_6_DQ278891	[1, 340]
REF_6_DQ278893	[1, 341]
REF_6_JX183549	[1, 338]
REF_6_JX183550	[1, 338]
REF_6_JX183551	[1, 338]
REF_6_JX183553	[1, 338]
REF_6_JX183554	[1, 338]
REF_6_JX183558	[1, 338]
REF_6_KC844039	[1, 338]
REF_6_KC844040	[1, 338]
REF_6_KJ470620	[1, 340]
REF_6_KJ470621	[1, 340]
REF_6_KJ470622	[1, 339]
REF_6_KJ470623	[1, 339]
REF_6_KJ470624	[1, 340]
REF_6_KJ470625	[1, 339]
REF_6_KJ567644	[1, 323]
REF_6_KJ567648	[1, 339]
REF_6_KJ567649	[1, 338]
REF_6_KJ567650	[1, 338]
REF_6_KJ567652	[1, 338]
REF_6_Y12083	[1, 283]
REF_7a_EF108306	[1, 339]
REF_7b_KX092342	[1, 342]
REF_7_EF108306	[1, 339]
REF_8a_MH590698	[1, 339]
REF_8a_MH590699	[1, 321]
REF_8a_MH590700	[1, 339]
REF_8a_MH590701	[1, 339]
REF_8_MH590698	[1, 339]
REF_MASTER_NC_004102	[1, 341]
