refName	segments
REF_4g_FJ462432	[342, 9368]
REF_4g_JX227971	[131, 9157]
REF_4k_EU392171	[227, 9262]
REF_4k_EU392173	[264, 9299]
REF_4k_FJ462438	[342, 9377]
REF_4l_FJ839870	[341, 9361]
REF_4l_JX227957	[261, 9290]
REF_4m_FJ462433	[342, 9362]
REF_4m_JX227972	[264, 9284]
REF_4n_FJ462441	[341, 9367]
REF_4n_JX227970	[263, 9286]
REF_4o_FJ462440	[342, 9359]
REF_4o_JX227977	[249, 9269]
REF_4p_FJ462431	[341, 9364]
REF_4q_FJ462434	[342, 9374]
REF_4r_FJ462439	[341, 9376]
REF_4r_JX227976	[263, 9301]
REF_4s_JF735136	[342, 9362]
REF_4t_FJ839869	[341, 9364]
REF_4v_HQ537008	[257, 9174]
REF_4v_HQ537009	[257, 9177]
REF_4v_JX227959	[274, 9297]
REF_4v_JX227960	[227, 9244]
REF_4w_FJ025855	[191, 9226]
REF_4w_FJ025856	[191, 9226]
REF_4_FJ025854	[191, 9223]
REF_4_JF735127	[341, 9376]
REF_4_JF735129	[341, 9361]
REF_4_JF735130	[341, 9364]
REF_4_JF735131	[342, 9362]
REF_4_JF735132	[341, 9469]
REF_4_JF735134	[341, 9376]
REF_4_JF735135	[341, 9364]
REF_4_JF735138	[341, 9379]
REF_4_JX227964	[275, 9310]
REF_4_Y11604	[280, 9306]
REF_5a_AF064490	[247, 9291]
REF_5a_Y13184	[280, 9324]
REF_5_AF064490	[247, 9291]
REF_5_KT595242	[247, 9100]
REF_6a_AY859526	[296, 9355]
REF_6a_EU246930	[317, 9376]
REF_6a_HQ639936	[280, 9315]
REF_6a_Y12083	[284, 9340]
REF_6b_D84262	[343, 9402]
REF_6c_EF424629	[340, 9387]
REF_6d_D84263	[339, 9380]
REF_6e?_EU246931	[314, 9370]
REF_6e_DQ314805	[339, 9407]
REF_6e_EU246932	[314, 9382]
REF_6f_DQ835760	[339, 9395]
REF_6f_EU246936	[314, 9370]
REF_6g_D63822	[339, 9407]
REF_6g_DQ314806	[339, 9407]
REF_6h_D84265	[339, 9386]
REF_6i_DQ835762	[339, 9389]
REF_6i_DQ835770	[339, 9389]
REF_6j_DQ835761	[339, 9389]
REF_6j_DQ835769	[339, 9389]
REF_6k_D84264	[339, 9389]
REF_6l_EF424628	[339, 9389]
REF_6l_JX183556	[339, 9389]
REF_6m_DQ835766	[339, 9389]
REF_6m_DQ835767	[339, 9389]
REF_6n_DQ278894	[343, 9390]
REF_6n_DQ835768	[339, 9386]
REF_6n_EU246938	[314, 9361]
REF_6o_EF424627	[339, 9389]
REF_6o_EU246934	[314, 9364]
REF_6p_EF424626	[340, 9390]
REF_6q_EF424625	[340, 9387]
REF_6r_EU408328	[339, 9389]
REF_6s_EU408329	[339, 9389]
REF_6t_EF632071	[325, 9375]
REF_6t_EU246939	[314, 9364]
REF_6u_EU246940	[314, 9367]
REF_6v_EU158186	[308, 9358]
REF_6v_EU798760	[339, 9389]
REF_6v_EU798761	[308, 9358]
REF_6w_DQ278892	[340, 9396]
REF_6w_EU643834	[66, 9125]
REF_6w_EU643836	[66, 9122]
REF_6xa_EU408330	[308, 9376]
REF_6xa_EU408331	[308, 9376]
REF_6xa_EU408332	[308, 9376]
REF_6xb_JX183552	[339, 9389]
REF_6xb_KJ567645	[339, 9389]
REF_6xc_KJ567651	[339, 9407]
REF_6xd_KM252789	[342, 9401]
REF_6xd_KM252790	[342, 9404]
REF_6xd_KM252791	[342, 9404]
REF_6xe_JX183557	[339, 9392]
REF_6xe_KM252792	[339, 9392]
REF_6xf_KJ567646	[339, 9398]
REF_6xf_KJ567647	[340, 9390]
REF_6xg_MH492360	[273, 9318]
REF_6xg_MH492361	[273, 9318]
REF_6xg_MH492362	[273, 9318]
REF_6xh_MG879000	[1, 9057]
REF_6_DQ278891	[341, 9388]
REF_6_DQ278893	[342, 9389]
REF_6_JX183549	[339, 9386]
REF_6_JX183550	[339, 9386]
REF_6_JX183551	[339, 9389]
REF_6_JX183553	[339, 9389]
REF_6_JX183554	[339, 9389]
REF_6_JX183558	[339, 9389]
REF_6_KC844039	[339, 9413]
REF_6_KC844040	[339, 9392]
REF_6_KJ470620	[341, 9412]
REF_6_KJ470621	[341, 9409]
REF_6_KJ470622	[340, 9408]
REF_6_KJ470623	[340, 9399]
REF_6_KJ470624	[341, 9409]
REF_6_KJ470625	[340, 9393]
REF_6_KJ567644	[324, 9374]
REF_6_KJ567648	[340, 9393]
REF_6_KJ567649	[339, 9404]
REF_6_KJ567650	[339, 9404]
REF_6_KJ567652	[339, 9401]
REF_6_MG878999	[1, 9057]
REF_6_Y12083	[284, 9340]
REF_7a_EF108306	[340, 9381]
REF_7b_KX092342	[343, 9382]
REF_7_EF108306	[340, 9381]
REF_8a_MH590698	[340, 9390]
REF_8a_MH590699	[322, 9351]
REF_8a_MH590700	[340, 9390]
REF_8a_MH590701	[340, 9393]
REF_8_MH590698	[340, 9390]
REF_MASTER_NC_004102	[342, 9377]
