refName	segments
REF_4f_EU392174	[5240, 5401]
REF_4f_EU392175	[5239, 5400]
REF_4g?_JX227963	[5223, 5384]
REF_4g_FJ462432	[5304, 5465]
REF_4g_JX227971	[5093, 5254]
REF_4k_EU392171	[5198, 5359]
REF_4k_EU392173	[5235, 5396]
REF_4k_FJ462438	[5313, 5474]
REF_4l_FJ839870	[5309, 5470]
REF_4l_JX227957	[5229, 5390]
REF_4m_FJ462433	[5310, 5471]
REF_4m_JX227972	[5232, 5393]
REF_4n_FJ462441	[5315, 5476]
REF_4n_JX227970	[5234, 5395]
REF_4o_FJ462440	[5313, 5474]
REF_4o_JX227977	[5220, 5381]
REF_4p_FJ462431	[5312, 5473]
REF_4q_FJ462434	[5310, 5471]
REF_4r_FJ462439	[5312, 5473]
REF_4r_JX227976	[5234, 5395]
REF_4s_JF735136	[5313, 5474]
REF_4t_FJ839869	[5312, 5473]
REF_4v_HQ537008	[5225, 5386]
REF_4v_HQ537009	[5228, 5389]
REF_4v_JX227959	[5242, 5403]
REF_4v_JX227960	[5198, 5359]
REF_4w_FJ025855	[5162, 5323]
REF_4w_FJ025856	[5162, 5323]
REF_4_FJ025854	[5162, 5323]
REF_4_JF735127	[5312, 5473]
REF_4_JF735129	[5309, 5470]
REF_4_JF735130	[5309, 5470]
REF_4_JF735131	[5310, 5471]
REF_4_JF735132	[5312, 5473]
REF_4_JF735134	[5312, 5473]
REF_4_JF735135	[5312, 5473]
REF_4_JF735138	[5315, 5476]
REF_4_JX227964	[5246, 5407]
REF_4_Y11604	[5251, 5412]
REF_5a_AF064490	[5221, 5382]
REF_5a_Y13184	[5254, 5415]
REF_5_AF064490	[5221, 5382]
REF_5_KT595242	[5221, 5382]
REF_6a_AY859526	[5282, 5443]
REF_6a_EU246930	[5303, 5464]
REF_6a_HQ639936	[5266, 5427]
REF_6a_Y12083	[5267, 5428]
REF_6b_D84262	[5329, 5490]
REF_6c_EF424629	[5311, 5472]
REF_6d_D84263	[5304, 5465]
REF_6e?_EU246931	[5297, 5458]
REF_6e_DQ314805	[5322, 5483]
REF_6e_EU246932	[5297, 5458]
REF_6f_DQ835760	[5310, 5471]
REF_6f_EU246936	[5285, 5446]
REF_6g_D63822	[5322, 5483]
REF_6g_DQ314806	[5322, 5483]
REF_6h_D84265	[5313, 5474]
REF_6i_DQ835762	[5316, 5477]
REF_6i_DQ835770	[5316, 5477]
REF_6j_DQ835761	[5316, 5477]
REF_6j_DQ835769	[5316, 5477]
REF_6k_D84264	[5316, 5477]
REF_6l_EF424628	[5316, 5477]
REF_6l_JX183556	[5316, 5477]
REF_6m_DQ835766	[5316, 5477]
REF_6m_DQ835767	[5316, 5477]
REF_6n_DQ278894	[5317, 5478]
REF_6n_DQ835768	[5313, 5474]
REF_6n_EU246938	[5288, 5449]
REF_6o_EF424627	[5313, 5474]
REF_6o_EU246934	[5288, 5449]
REF_6p_EF424626	[5314, 5475]
REF_6q_EF424625	[5314, 5475]
REF_6r_EU408328	[5313, 5474]
REF_6s_EU408329	[5316, 5477]
REF_6t_EF632071	[5299, 5460]
REF_6t_EU246939	[5288, 5449]
REF_6u_EU246940	[5294, 5455]
REF_6v_EU158186	[5285, 5446]
REF_6v_EU798760	[5316, 5477]
REF_6v_EU798761	[5285, 5446]
REF_6w_DQ278892	[5326, 5487]
REF_6w_EU643834	[5052, 5213]
REF_6w_EU643836	[5049, 5210]
REF_6xa_EU408330	[5300, 5461]
REF_6xa_EU408331	[5300, 5461]
REF_6xa_EU408332	[5300, 5461]
REF_6xb_JX183552	[5316, 5477]
REF_6xb_KJ567645	[5316, 5477]
REF_6xc_KJ567651	[5331, 5492]
REF_6xd_KM252789	[5328, 5489]
REF_6xd_KM252790	[5331, 5492]
REF_6xd_KM252791	[5331, 5492]
REF_6xe_JX183557	[5319, 5480]
REF_6xe_KM252792	[5319, 5480]
REF_6xf_KJ567646	[5322, 5483]
REF_6xf_KJ567647	[5314, 5475]
REF_6xg_MH492360	[5247, 5408]
REF_6xg_MH492361	[5247, 5408]
REF_6xg_MH492362	[5247, 5408]
REF_6xh_MG879000	[4984, 5145]
REF_6_DQ278891	[5315, 5476]
REF_6_DQ278893	[5316, 5477]
REF_6_JX183549	[5313, 5474]
REF_6_JX183550	[5313, 5474]
REF_6_JX183551	[5316, 5477]
REF_6_JX183553	[5316, 5477]
REF_6_JX183554	[5316, 5477]
REF_6_JX183558	[5316, 5477]
REF_6_KC844039	[5334, 5495]
REF_6_KC844040	[5319, 5480]
REF_6_KJ470620	[5327, 5488]
REF_6_KJ470621	[5324, 5485]
REF_6_KJ470622	[5323, 5484]
REF_6_KJ470623	[5311, 5472]
REF_6_KJ470624	[5324, 5485]
REF_6_KJ470625	[5311, 5472]
REF_6_KJ567644	[5301, 5462]
REF_6_KJ567648	[5317, 5478]
REF_6_KJ567649	[5328, 5489]
REF_6_KJ567650	[5328, 5489]
REF_6_KJ567652	[5325, 5486]
REF_6_MG878999	[4984, 5145]
REF_6_Y12083	[5267, 5428]
REF_7a_EF108306	[5323, 5484]
REF_7b_KX092342	[5326, 5487]
REF_7_EF108306	[5323, 5484]
REF_8a_MH590698	[5323, 5484]
REF_8a_MH590699	[5305, 5466]
REF_8a_MH590700	[5323, 5484]
REF_8a_MH590701	[5326, 5487]
REF_8_MH590698	[5323, 5484]
REF_MASTER_NC_004102	[5313, 5474]
