refName	segments
REF_4b_FJ462435	[3419, 5311]
REF_4c_FJ462436	[3419, 5311]
REF_4d_DQ418786	[3310, 5202]
REF_4d_EU392172	[3338, 5230]
REF_4d_FJ462437	[3416, 5308]
REF_4f_EF589161	[3359, 5251]
REF_4f_EU392174	[3347, 5239]
REF_4f_EU392175	[3346, 5238]
REF_4g?_JX227963	[3330, 5222]
REF_4g_FJ462432	[3411, 5303]
REF_4g_JX227971	[3200, 5092]
REF_4k_EU392171	[3305, 5197]
REF_4k_EU392173	[3342, 5234]
REF_4k_FJ462438	[3420, 5312]
REF_4l_FJ839870	[3416, 5308]
REF_4l_JX227957	[3336, 5228]
REF_4m_FJ462433	[3417, 5309]
REF_4m_JX227972	[3339, 5231]
REF_4n_FJ462441	[3422, 5314]
REF_4n_JX227970	[3341, 5233]
REF_4o_FJ462440	[3420, 5312]
REF_4o_JX227977	[3327, 5219]
REF_4p_FJ462431	[3419, 5311]
REF_4q_FJ462434	[3417, 5309]
REF_4r_FJ462439	[3419, 5311]
REF_4r_JX227976	[3341, 5233]
REF_4s_JF735136	[3420, 5312]
REF_4t_FJ839869	[3419, 5311]
REF_4v_HQ537008	[3332, 5224]
REF_4v_HQ537009	[3335, 5227]
REF_4v_JX227959	[3349, 5241]
REF_4v_JX227960	[3305, 5197]
REF_4w_FJ025855	[3269, 5161]
REF_4w_FJ025856	[3269, 5161]
REF_4_FJ025854	[3269, 5161]
REF_4_JF735127	[3419, 5311]
REF_4_JF735129	[3416, 5308]
REF_4_JF735130	[3416, 5308]
REF_4_JF735131	[3417, 5309]
REF_4_JF735132	[3419, 5311]
REF_4_JF735134	[3419, 5311]
REF_4_JF735135	[3419, 5311]
REF_4_JF735138	[3422, 5314]
REF_4_JX227964	[3353, 5245]
REF_4_Y11604	[3358, 5250]
REF_5a_AF064490	[3328, 5220]
REF_5a_Y13184	[3361, 5253]
REF_5_AF064490	[3328, 5220]
REF_5_KT595242	[3328, 5220]
REF_6a_AY859526	[3389, 5281]
REF_6a_EU246930	[3410, 5302]
REF_6a_HQ639936	[3373, 5265]
REF_6a_Y12083	[3374, 5266]
REF_6b_D84262	[3436, 5328]
REF_6c_EF424629	[3418, 5310]
REF_6d_D84263	[3411, 5303]
REF_6e?_EU246931	[3404, 5296]
REF_6e_DQ314805	[3429, 5321]
REF_6e_EU246932	[3404, 5296]
REF_6f_DQ835760	[3417, 5309]
REF_6f_EU246936	[3392, 5284]
REF_6g_D63822	[3429, 5321]
REF_6g_DQ314806	[3429, 5321]
REF_6h_D84265	[3420, 5312]
REF_6i_DQ835762	[3423, 5315]
REF_6i_DQ835770	[3423, 5315]
REF_6j_DQ835761	[3423, 5315]
REF_6j_DQ835769	[3423, 5315]
REF_6k_D84264	[3423, 5315]
REF_6l_EF424628	[3423, 5315]
REF_6l_JX183556	[3423, 5315]
REF_6m_DQ835766	[3423, 5315]
REF_6m_DQ835767	[3423, 5315]
REF_6n_DQ278894	[3424, 5316]
REF_6n_DQ835768	[3420, 5312]
REF_6n_EU246938	[3395, 5287]
REF_6o_EF424627	[3420, 5312]
REF_6o_EU246934	[3395, 5287]
REF_6p_EF424626	[3421, 5313]
REF_6q_EF424625	[3421, 5313]
REF_6r_EU408328	[3420, 5312]
REF_6s_EU408329	[3423, 5315]
REF_6t_EF632071	[3406, 5298]
REF_6t_EU246939	[3395, 5287]
REF_6u_EU246940	[3401, 5293]
REF_6v_EU158186	[3392, 5284]
REF_6v_EU798760	[3423, 5315]
REF_6v_EU798761	[3392, 5284]
REF_6w_DQ278892	[3433, 5325]
REF_6w_EU643834	[3159, 5051]
REF_6w_EU643836	[3156, 5048]
REF_6xa_EU408330	[3407, 5299]
REF_6xa_EU408331	[3407, 5299]
REF_6xa_EU408332	[3407, 5299]
REF_6xb_JX183552	[3423, 5315]
REF_6xb_KJ567645	[3423, 5315]
REF_6xc_KJ567651	[3438, 5330]
REF_6xd_KM252789	[3435, 5327]
REF_6xd_KM252790	[3438, 5330]
REF_6xd_KM252791	[3438, 5330]
REF_6xe_JX183557	[3426, 5318]
REF_6xe_KM252792	[3426, 5318]
REF_6xf_KJ567646	[3429, 5321]
REF_6xf_KJ567647	[3421, 5313]
REF_6xg_MH492360	[3354, 5246]
REF_6xg_MH492361	[3354, 5246]
REF_6xg_MH492362	[3354, 5246]
REF_6xh_MG879000	[3091, 4983]
REF_6_DQ278891	[3422, 5314]
REF_6_DQ278893	[3423, 5315]
REF_6_JX183549	[3420, 5312]
REF_6_JX183550	[3420, 5312]
REF_6_JX183551	[3423, 5315]
REF_6_JX183553	[3423, 5315]
REF_6_JX183554	[3423, 5315]
REF_6_JX183558	[3423, 5315]
REF_6_KC844039	[3441, 5333]
REF_6_KC844040	[3426, 5318]
REF_6_KJ470620	[3434, 5326]
REF_6_KJ470621	[3431, 5323]
REF_6_KJ470622	[3430, 5322]
REF_6_KJ470623	[3418, 5310]
REF_6_KJ470624	[3431, 5323]
REF_6_KJ470625	[3418, 5310]
REF_6_KJ567644	[3408, 5300]
REF_6_KJ567648	[3424, 5316]
REF_6_KJ567649	[3435, 5327]
REF_6_KJ567650	[3435, 5327]
REF_6_KJ567652	[3432, 5324]
REF_6_MG878999	[3091, 4983]
REF_6_Y12083	[3374, 5266]
REF_7a_EF108306	[3430, 5322]
REF_7b_KX092342	[3433, 5325]
REF_7_EF108306	[3430, 5322]
REF_8a_MH590698	[3430, 5322]
REF_8a_MH590699	[3412, 5304]
REF_8a_MH590700	[3430, 5322]
REF_8a_MH590701	[3433, 5325]
REF_8_MH590698	[3430, 5322]
REF_MASTER_NC_004102	[3420, 5312]
