refName	segments
REF_6_KJ567648	[913, 1488]
REF_6_KJ567649	[912, 1487]
REF_6_KJ567650	[912, 1487]
REF_6_KJ567652	[912, 1487]
REF_6_MG878999	[574, 1149]
REF_6_Y12083	[857, 1432]
REF_7a_EF108306	[913, 1488]
REF_7b_KX092342	[916, 1497]
REF_7_EF108306	[913, 1488]
REF_8a_MH590698	[913, 1488]
REF_8a_MH590699	[895, 1470]
REF_8a_MH590700	[913, 1488]
REF_8a_MH590701	[913, 1491]
REF_8_MH590698	[913, 1488]
REF_MASTER_NC_004102	[915, 1490]
