refName	segments
REF_6xh_MG879000	[2251, 2439]
REF_6_DQ278891	[2582, 2770]
REF_6_DQ278893	[2583, 2771]
REF_6_JX183549	[2580, 2768]
REF_6_JX183550	[2580, 2768]
REF_6_JX183551	[2583, 2771]
REF_6_JX183553	[2583, 2771]
REF_6_JX183554	[2583, 2771]
REF_6_JX183558	[2583, 2771]
REF_6_KC844039	[2601, 2789]
REF_6_KC844040	[2586, 2774]
REF_6_KJ470620	[2594, 2782]
REF_6_KJ470621	[2591, 2779]
REF_6_KJ470622	[2590, 2778]
REF_6_KJ470623	[2578, 2766]
REF_6_KJ470624	[2591, 2779]
REF_6_KJ470625	[2578, 2766]
REF_6_KJ567644	[2568, 2756]
REF_6_KJ567648	[2584, 2772]
REF_6_KJ567649	[2595, 2783]
REF_6_KJ567650	[2595, 2783]
REF_6_KJ567652	[2592, 2780]
REF_6_MG878999	[2252, 2440]
REF_6_Y12083	[2534, 2722]
REF_7a_EF108306	[2590, 2778]
REF_7b_KX092342	[2593, 2781]
REF_7_EF108306	[2590, 2778]
REF_8a_MH590698	[2590, 2778]
REF_8a_MH590699	[2572, 2760]
REF_8a_MH590700	[2590, 2778]
REF_8a_MH590701	[2593, 2781]
REF_8_MH590698	[2590, 2778]
REF_MASTER_NC_004102	[2580, 2768]
